name,county,state,population,latitude,longitude,type
Eastport,Antrim County,Michigan,206,45.10722,-85.35,u
Grafton,Sibley County,Minnesota,206,44.68033,-94.56902,s
Heflin,Webster Parish,Louisiana,206,32.45627,-93.26406,v
Layton,Monroe County,Florida,206,24.82403,-80.81368,c
Lenora,Norton County,Kansas,206,39.61056,-100.00263,c
Lewisville,Watonwan County,Minnesota,206,43.92329,-94.43747,c
Lexington,Oglethorpe County,Georgia,206,33.86984,-83.11182,c
Lincoln,Gage County,Nebraska,206,40.21210,-96.85084,s
Little Rock,Nobles County,Minnesota,206,43.54722,-95.87892,s
Lyman,Wayne County,Utah,206,38.39692,-111.58963,t
Madison,Lac qui Parle County,Minnesota,206,45.01589,-96.14500,s
Nebo,Hopkins County,Kentucky,206,37.38366,-87.64278,c
Norwood,Warren County,Georgia,206,33.46264,-82.70514,c
Philadelphia,Marion County,Missouri,206,39.83861,-91.73917,u
Philo,Mendocino County,California,206,39.06573,-123.44501,d
Reader,Wetzel County,West Virginia,206,39.56897,-80.73288,d
Rye,Pueblo County,Colorado,206,37.92362,-104.93027,t
Spring Valley,Turner County,South Dakota,206,43.21316,-97.22001,s
Unionville,Lewis and Clark County,Montana,206,46.54139,-112.085,u
Wadena,Fayette County,Iowa,206,42.84276,-91.65682,c
Willard,Torrance County,New Mexico,206,34.59590,-106.03363,v
Woodville,Greene County,Illinois,206,39.22855,-90.51123,s
Woolsey,Fayette County,Georgia,206,33.36234,-84.41215,t
Asbury,Warren County,New Jersey,207,40.69593,-75.01017,d
Big Spring,Montgomery County,Missouri,207,38.80254,-91.47766,d
Bly,Klamath County,Oregon,207,42.39778,-121.04056,u
Emerald,Faribault County,Minnesota,207,43.63405,-93.95081,s
Grand Prairie,Nobles County,Minnesota,207,43.55148,-95.98511,s
Grange,Pipestone County,Minnesota,207,44.05936,-96.25491,s
Gray,Pipestone County,Minnesota,207,43.97699,-96.24877,s
Hebo,Tillamook County,Oregon,207,45.23028,-123.86333,u
Henning,Vermilion County,Illinois,207,40.30504,-87.70086,v
Keller,Ferry County,Washington,207,48.07877,-118.68501,d
Logan,Sherman County,Kansas,207,39.32913,-101.78210,s
Madison,Madison County,Virginia,207,38.38041,-78.25750,t
Montrose,Cumberland County / Effingham County,Illinois,207,39.16603,-88.37805,v
Prescott,Linn County,Kansas,207,38.06364,-94.69551,c
Stokes,Itasca County,Minnesota,207,47.67879,-93.66996,s
Villanueva,San Miguel County,New Mexico,207,35.26667,-105.36083,u
Whitewater,Winona County,Minnesota,207,44.14197,-92.04381,s
Willow Lake,Redwood County,Minnesota,207,44.32723,-95.16188,s
Wilmore,Cambria County,Pennsylvania,207,40.38868,-78.71863,b
Chula,Livingston County,Missouri,208,39.92168,-93.47438,c
Creswell,Washington County,North Carolina,208,35.87044,-76.39216,t
Culloden,Monroe County,Georgia,208,32.86319,-84.09380,c
Cuming,Dodge County,Nebraska,208,41.69771,-96.60550,s
Denton,Fergus County,Montana,208,47.31970,-109.94742,t
Dexter,Codington County,South Dakota,208,45.12216,-97.25935,s
Elk,Mendocino County,California,208,39.13028,-123.71778,u
Galesburg,Kingman County,Kansas,208,37.69279,-97.96940,s
Garland,Seward County,Nebraska,208,40.94473,-96.98558,v
Grayling,Yukon-Koyukuk Census Area,Alaska,208,62.90361,-160.06472,c
Green,Pottawatomie County,Kansas,208,39.36397,-96.59317,s
Green,Nodaway County,Missouri,208,40.35528,-95.09123,s
Hamden,Becker County,Minnesota,208,46.92986,-95.98291,s
Hibernia,Morris County,New Jersey,208,40.94389,-74.49278,u
James City,Elk County,Pennsylvania,208,41.62006,-78.83892,d
Joice,Worth County,Iowa,208,43.36273,-93.45382,c
Lanesville,Sangamon County,Illinois,208,39.84225,-89.33546,s
Lewistown,Logan County,Ohio,208,40.42227,-83.88466,d
Mackville,Washington County,Kentucky,208,37.73674,-85.06746,c
Malone,Tazewell County,Illinois,208,40.35605,-89.65967,s
North Bay,Racine County,Wisconsin,208,42.76474,-87.77980,v
Oscar,Otter Tail County,Minnesota,208,46.42605,-96.23338,s
Prairie,Edgar County,Illinois,208,39.82879,-87.59610,s
Rocky Ford,Cherokee County / Delaware County,Oklahoma,208,36.15577,-94.91102,d
Surry,Surry County,Virginia,208,37.13793,-76.83524,t
Verona,Grundy County,Illinois,208,41.21781,-88.50146,v
White Oak,Craig County,Oklahoma,208,36.62028,-95.26417,u
Black Oak,Washington County,Arkansas,209,35.98333,-94.07972,u
Burke,Pipestone County,Minnesota,209,43.98763,-96.11621,s
Byron,Waseca County,Minnesota,209,43.87800,-93.57505,s
Copper City,Houghton County,Michigan,209,47.28353,-88.38706,v
Dupont,Putnam County,Ohio,209,41.05644,-84.30439,v
Eureka,Wayne County,North Carolina,209,35.54266,-77.87637,t
Evergreen,Avoyelles Parish,Louisiana,209,30.95269,-92.10873,t
Fredericktown,Washington County,Pennsylvania,209,40.00257,-79.99811,d
Lee,Fulton County,Illinois,209,40.58355,-90.38806,s
Maidstone,Essex County,Vermont,209,44.64762,-71.63194,t
Maple City,Leelanau County,Michigan,209,44.85556,-85.85583,u
Milton,Pike County,Illinois,209,39.56449,-90.65040,v
Nora,Pope County,Minnesota,209,45.70238,-95.69621,s
Partridge,Reno County,Kansas,209,37.96723,-98.09256,c
Pauline,Spartanburg County,South Carolina,209,34.83306,-81.87222,u
San Pedro,Cameron County,Texas,209,25.98175,-97.59638,d
Spring Hill,Bowie County,Texas,209,33.60444,-94.67139,u
Stinnett,Washburn County,Wisconsin,209,46.02665,-91.61057,t
Swan Lake,Sullivan County,New York,209,41.75064,-74.77794,d
Union,Butler County,Nebraska,209,41.17338,-97.19927,s
Wilson,St. Croix County,Wisconsin,209,44.95358,-92.17352,v
Alvord,Lyon County,Iowa,210,43.34220,-96.30114,c
Ashville,Cambria County,Pennsylvania,210,40.56007,-78.54863,b
Bendon,Benzie County,Michigan,210,44.63306,-85.83778,u
Canton,Jackson County,Iowa,210,42.16333,-90.89583,u
Canton,Jones County,Iowa,210,42.16333,-90.89583,u
Carthage,Dallas County,Arkansas,210,34.07510,-92.55544,c
Center,Cloud County,Kansas,210,39.45937,-97.64788,s
Curran,Sangamon County,Illinois,210,39.74227,-89.77205,v
Eagle Rock,Botetourt County,Virginia,210,37.64069,-79.80116,d
Eden,Brown County,Minnesota,210,44.41992,-94.81546,s
Elgin,Santa Cruz County,Arizona,210,31.65981,-110.52536,d
Ewington,Jackson County,Minnesota,210,43.63046,-95.39460,s
Farson,Sweetwater County,Wyoming,210,42.11051,-109.44096,d
Glen Flora,Wharton County,Texas,210,29.3475,-96.19333,u
Glencoe,Lincoln County,New Mexico,210,33.40917,-105.44889,u
Harrell,Calhoun County,Arkansas,210,33.51011,-92.39876,t
Hornet,Beltrami County,Minnesota,210,47.82217,-94.47229,s
Houston,Adams County,Illinois,210,40.15730,-91.09262,s
Jefferson,Noble County,Ohio,210,39.63969,-81.39128,s
Lake,Marshall County,South Dakota,210,45.71354,-97.42081,s
Larkspur,Douglas County,Colorado,210,39.22860,-104.88720,t
Lebanon,Marshall County,Oklahoma,210,33.98222,-96.9075,u
Lima,Beaverhead County,Montana,210,44.63686,-112.59195,t
Logan,Allen County,Kansas,210,37.79978,-95.48508,s
Menominee,Jo Daviess County,Illinois,210,42.48778,-90.53318,v
Mineral,Tehama County,California,210,40.34766,-121.59498,d
Mount Tabor,Rutland County,Vermont,210,43.35081,-72.92163,t
Ridgefield,McHenry County,Illinois,210,42.26833,-88.36139,u
Rockdale,Dane County,Wisconsin,210,42.97195,-89.03094,v
Skene,Bolivar County,Mississippi,210,33.70361,-90.82028,u
Sturgis,Oktibbeha County,Mississippi,210,33.34457,-89.04534,t
Sumpter,Baker County,Oregon,210,44.74571,-118.20216,c
Sunshine,Boulder County,Colorado,210,40.06582,-105.36666,d
Trent,Moody County,South Dakota,210,43.90636,-96.65394,t
Truax,Williams County,North Dakota,210,48.12139,-103.28557,s
Utopia,Uvalde County,Texas,210,29.61523,-99.52699,d
Waubeek,Linn County,Iowa,210,42.16583,-91.46528,u
Welch,Dawson County,Texas,210,32.92648,-102.12712,d
Willis Wharf,Northampton County,Virginia,210,37.51556,-75.80667,u
Bodega,Sonoma County,California,211,38.34528,-122.97389,u
Brooklyn,Lincoln County,South Dakota,211,43.12736,-96.86293,s
Bruce,Brookings County,South Dakota,211,44.43802,-96.89006,c
Denver,Kingsbury County,South Dakota,211,44.39122,-97.19959,s
Easton,Leavenworth County,Kansas,211,39.34500,-95.11580,c
Hunter,Jackson County,Minnesota,211,43.62541,-95.15827,s
Lakeview,Carlton County,Minnesota,211,46.63467,-92.97387,s
Maxwell,Sangamon County,Illinois,211,39.64928,-89.91556,s
Napoleon,Lafayette County,Missouri,211,39.13140,-94.07078,c
Oliver,Screven County,Georgia,211,32.52157,-81.53316,c
Oslo,Brookings County,South Dakota,211,44.23635,-96.97489,s
Reeves,Allen Parish,Louisiana,211,30.52103,-93.04765,v
Rockfield,Carroll County,Indiana,211,40.64111,-86.57389,u
Ruth,White Pine County,Nevada,211,39.27827,-114.98919,d
Shiro,Grimes County,Texas,211,30.60861,-95.88639,u
Thedford,Thomas County,Nebraska,211,41.97833,-100.57625,v
Wisconsin,Jackson County,Minnesota,211,43.63126,-94.91426,s
Wolcott,Lamoille County,Vermont,211,44.54644,-72.45844,d
Adair,McDonough County,Illinois,212,40.41889,-90.49667,u
Carrsville,Isle of Wight County,Virginia,212,36.71182,-76.82607,d
Centerville,Franklin County,North Carolina,212,36.18626,-78.10555,d
Chula Vista,Cameron County,Texas,212,26.07385,-97.43972,d
Clear Lake,Minnehaha County,South Dakota,212,43.71502,-97.06492,s
Derry,Pike County,Illinois,212,39.62381,-90.97303,s
Diamond Lake,Lincoln County,Minnesota,212,44.33632,-96.27123,s
Dillsboro,Jackson County,North Carolina,212,35.36927,-83.25237,t
Elk,Nobles County,Minnesota,212,43.71544,-95.63904,s
Ellington,Dodge County,Minnesota,212,44.14247,-92.98071,s
Elm River,Houghton County,Michigan,212,46.89262,-88.84398,s
Gratiot,Licking County / Muskingum County,Ohio,212,39.95150,-82.21678,v
Helena,Sandusky County,Ohio,212,41.34116,-83.29159,v
Indian Lake,Nobles County,Minnesota,212,43.53956,-95.51992,s
Knife River,Lake County,Minnesota,212,46.94944,-91.77917,u
Lyon,Dickinson County,Kansas,212,38.64906,-96.98804,s
Mayview,Lafayette County,Missouri,212,39.05307,-93.83050,c
Pleasure Bend,St. John the Baptist Parish,Louisiana,212,29.92056,-90.64583,u
Round Lake,Becker County,Minnesota,212,47.06397,-95.47130,s
Sandy Point,Brazoria County,Texas,212,29.38552,-95.48105,c
Seaton,Mercer County,Illinois,212,41.10226,-90.80153,v
Sobieski,Morrison County,Minnesota,212,45.92441,-94.45917,c
Stannard,Caledonia County,Vermont,212,44.52545,-72.18131,t
Switzer,Logan County,West Virginia,212,37.79316,-81.98762,d
Tappen,Kidder County,North Dakota,212,46.87498,-99.63650,c
Torreon,Torrance County,New Mexico,212,34.72228,-106.29863,d
Trimountain,Houghton County,Michigan,212,47.05528,-88.65889,u
Altona,DeKalb County,Indiana,213,41.35144,-85.15497,t
Argo,Brookings County,South Dakota,213,44.50684,-96.69652,s
Beaver,Fillmore County,Minnesota,213,43.54407,-92.38939,s
Big Island,Bedford County,Virginia,213,37.53375,-79.35975,d
Buffalo,Minnehaha County,South Dakota,213,43.79831,-97.06365,s
Corinth,Coweta County,Georgia,213,33.22944,-84.94222,u
Corinth,Heard County,Georgia,213,33.22944,-84.94222,u
Corning,Nemaha County,Kansas,213,39.65722,-96.02944,c
Douglassville,Cass County,Texas,213,33.19207,-94.35353,t
Dripping Springs,Gila County,Arizona,213,33.10492,-110.75494,d
Ellenton,Colquitt County,Georgia,213,31.17602,-83.58739,t
Glenview,Burleigh County,North Dakota,213,47.01904,-100.83357,s
Greenhorn,Plumas County,California,213,39.90434,-120.75078,d
Grover,Taylor County,Wisconsin,213,45.20485,-90.61804,t
Hickory Hills,Luzerne County,Pennsylvania,213,41.03758,-75.82047,d
Lake Hart,Morgan County,Indiana,213,39.5675,-86.43194,u
Liberty,Barton County,Kansas,213,38.27838,-98.90170,s
Marion,Lee County,Illinois,213,41.71474,-89.46289,s
Millerton,McCurtain County,Oklahoma,213,33.98594,-95.01356,t
Mineral,Cherokee County,Kansas,213,37.25902,-94.79052,s
Monument,Lea County,New Mexico,213,32.62389,-103.26444,u
Mulberry,Sumter County,South Carolina,213,33.95210,-80.33286,d
Newtown,Fountain County,Indiana,213,40.20421,-87.14779,t
Pickering,Bottineau County,North Dakota,213,48.85649,-100.51370,s
Preble,Fillmore County,Minnesota,213,43.63058,-91.79035,s
Saverton,Ralls County,Missouri,213,39.64639,-91.26833,u
Shedd,Linn County,Oregon,213,44.46167,-123.10917,u
Spring Lake,Hancock County,Indiana,213,39.77671,-85.85304,t
St. Francis,Clay County,Arkansas,213,36.45339,-90.14538,c
Temperanceville,Accomack County,Virginia,213,37.89290,-75.54715,d
Turkey,Sampson County,North Carolina,213,34.99239,-78.18305,t
Wynnedale,Marion County,Indiana,213,39.83115,-86.19749,t
Afton,Brookings County,South Dakota,214,44.41233,-96.70745,s
Brightwood,Richland County,North Dakota,214,46.06926,-96.93657,s
Catherine,Garfield County,Colorado,214,39.40721,-107.15283,d
Center Creek,Martin County,Minnesota,214,43.71595,-94.29963,s
Colerain,Bertie County,North Carolina,214,36.20127,-76.76856,t
Cool,Parker County,Texas,214,32.80013,-98.00115,c
Freedom,Caribou County,Idaho,214,42.98278,-111.04389,u
Harrison,Mercer County,Missouri,214,40.42207,-93.69492,s
Highland,Minnehaha County,South Dakota,214,43.80074,-96.49044,s
Ida,Caddo Parish,Louisiana,214,33.00430,-93.89490,v
Kenton,Kent County,Delaware,214,39.22761,-75.66298,t
Mount Olive,Coosa County,Alabama,214,33.06956,-86.13497,d
Rembert,Sumter County,South Carolina,214,34.09571,-80.53342,d
Twilight,Washington County,Pennsylvania,214,40.11285,-79.88866,b
Vail,Redwood County,Minnesota,214,44.40638,-95.30021,s
Vinita,Kingman County,Kansas,214,37.60318,-97.86735,s
Woodlawn,Campbell County,Kentucky,214,39.09256,-84.47522,c
Badger,Kingsbury County,South Dakota,215,44.49331,-97.22085,s
Bayside,Accomack County,Virginia,215,37.74791,-75.71743,d
Bradbury,Mille Lacs County,Minnesota,215,46.03669,-93.72730,s
Bringhurst,Carroll County,Indiana,215,40.52528,-86.525,u
Carl,Barrow County,Georgia,215,34.00566,-83.81129,t
Center Point,Clay County,Indiana,215,39.41699,-87.07724,t
Clifford,Butler County,Kansas,215,38.03552,-96.97783,s
Crystal Bay,Washoe County,Nevada,215,39.22602,-120.00408,d
Dalton,Otter Tail County,Minnesota,215,46.17385,-95.91561,c
Delta,Madison Parish,Louisiana,215,32.32570,-90.92705,v
Douglas,Saunders County,Nebraska,215,41.34655,-96.73309,s
Dwight,Morris County,Kansas,215,38.84445,-96.59334,c
Fairview,Christian County / Todd County,Kentucky,215,36.84223,-87.31077,d
Florida,Henry County,Ohio,215,41.32199,-84.20439,v
Franklin,Butler County,Nebraska,215,41.26520,-97.08595,s
Frost,Faribault County,Minnesota,215,43.58634,-93.92662,c
Gilchrist,Pope County,Minnesota,215,45.44446,-95.33546,s
Glen Ridge,Palm Beach County,Florida,215,26.66951,-80.07421,t
Goldsboro,Caroline County,Maryland,215,39.03400,-75.78660,t
Grafton,Worth County,Iowa,215,43.32996,-93.06937,c
King,Christian County,Illinois,215,39.43649,-89.50394,s
Laurel,Marshall County,Iowa,215,41.88416,-92.92214,c
Luray,Russell County,Kansas,215,39.05356,-98.64842,s
Meadow,Wadena County,Minnesota,215,46.67182,-94.98449,s
Orr,St. Louis County,Minnesota,215,48.05353,-92.83100,c
Pike,Livingston County,Illinois,215,40.79206,-88.76660,s
Pleasant Dale,Seward County,Nebraska,215,40.79195,-96.93225,v
Poplar Grove,Phillips County,Arkansas,215,34.54788,-90.85317,u
Red Banks,Marshall County,Mississippi,215,34.82806,-89.56444,u
Richland,Putnam County,Missouri,215,40.44531,-92.91634,s
Rutledge,Pine County,Minnesota,215,46.26439,-92.86742,c
Spruce Pine,Franklin County,Alabama,215,34.39194,-87.72639,u
Vibbard,Ray County,Missouri,215,39.38056,-94.14633,u
Walker,Henry County,Missouri,215,38.34722,-94.01807,s
Alta,Salt Lake County,Utah,216,40.58884,-111.63798,t
Dallas,Harrison County,Missouri,216,40.33830,-94.15660,s
Fontana,Miami County,Kansas,216,38.42585,-94.83829,c
Garner,White County,Arkansas,216,35.14148,-91.78625,t
Gilchrist,Klamath County,Oregon,216,43.47611,-121.68833,u
Goose Lake,Charles Mix County,South Dakota,216,43.21953,-98.57364,s
Granite Falls,Chippewa County,Minnesota,216,44.85148,-95.52430,s
Harmony,Price County,Wisconsin,216,45.58119,-90.51238,t
Henry,Vernon County,Missouri,216,38.00727,-94.55441,s
Hill,Carroll County,Missouri,216,39.56413,-93.59848,s
Jacksonville,Windham County,Vermont,216,42.79703,-72.82176,v
Leigh,Morrison County,Minnesota,216,46.04310,-93.85422,s
Long Island,Phillips County,Kansas,216,39.95295,-99.57156,s
Mentor,Campbell County,Kentucky,216,38.88729,-84.24632,c
Missouri City,Clay County,Missouri,216,39.24084,-94.28800,c
Olive,Butler County,Nebraska,216,41.27173,-97.18661,s
Roswell,Tuscarawas County,Ohio,216,40.47590,-81.34956,v
Sylvania,Bradford County,Pennsylvania,216,41.80507,-76.85690,b
Wells,Marquette County,Michigan,216,46.06380,-87.48136,s
White City,Macoupin County,Illinois,216,39.06477,-89.76343,v
Belmont,Jackson County,Minnesota,217,43.71527,-95.03209,s
Colburn,Adams County,Wisconsin,217,44.11001,-89.67844,t
Franktown,Douglas County,Colorado,217,39.39138,-104.75275,d
Glendale Colony,Spink County,South Dakota,217,44.79942,-98.28759,d
Greeley,Delaware County,Iowa,217,42.58582,-91.34153,c
Magnolia Beach,Calhoun County,Texas,217,28.56028,-96.54278,u
Marion,Doniphan County,Kansas,217,39.70030,-94.99339,s
Marshall,Logan County,Oklahoma,217,36.15393,-97.62560,t
Marty,Charles Mix County,South Dakota,217,42.99250,-98.42508,d
Mill Creek,Wabaunsee County,Kansas,217,38.88730,-96.16430,s
Pilsen,Bayfield County,Wisconsin,217,46.56926,-91.17607,t
Posen,Yellow Medicine County,Minnesota,217,44.57835,-95.53391,s
Silver City,Humphreys County,Mississippi,217,33.09652,-90.49676,t
Stokes,Roseau County,Minnesota,217,48.76093,-95.94222,s
Stonefort,Saline County / Williamson County,Illinois,217,37.62154,-88.70407,v
Vernon,Los Angeles County,California,217,34.00390,-118.23007,c
Wheeler,Porter County,Indiana,217,41.51170,-87.17920,d
Alderson,Pittsburg County,Oklahoma,218,34.90010,-95.69193,t
Avera,Jefferson County,Georgia,218,33.19404,-82.52707,c
Basin,Boyd County,Nebraska,218,42.93488,-99.15345,s
Beason,Logan County,Illinois,218,40.14365,-89.19342,d
Bloomfield,Essex County,Vermont,218,44.81809,-71.62874,t
Bradshaw,McDowell County,West Virginia,218,37.35178,-81.79872,t
Buffalo,Wilson County,Kansas,218,37.70977,-95.69748,c
Burdett,Pawnee County,Kansas,218,38.19196,-99.52678,c
Carsonville,Becker County,Minnesota,218,46.94032,-95.35208,s
Center,Russell County,Kansas,218,38.82704,-98.67518,s
Chestnut,Knox County,Illinois,218,40.75800,-90.28585,s
Combs,Carroll County,Missouri,218,39.39511,-93.36111,s
Coulter,Franklin County,Iowa,218,42.73720,-93.36993,c
Edgemont,Washington County,Maryland,218,39.67667,-77.54694,u
Elizabethtown,Hardin County,Illinois,218,37.44588,-88.30504,v
Eola,Concho County,Texas,218,31.39889,-100.08917,u
Fredonia,Louisa County,Iowa,218,41.28475,-91.33877,c
Holland,Missaukee County,Michigan,218,44.21131,-84.91646,s
Johnstown,Fremont County,Wyoming,218,43.11829,-108.70151,d
Los Fresnos,Webb County,Texas,218,27.61694,-99.20798,d
Marcus,Stevens County,Washington,218,48.66324,-118.06832,t
Maysville,Madison County,Alabama,218,34.76972,-86.43028,u
New Columbus,Luzerne County,Pennsylvania,218,41.17342,-76.29355,b
New Hamburg,Scott County,Missouri,218,37.12639,-89.59333,u
Old Hundred,Scotland County,North Carolina,218,34.82944,-79.59028,u
Scandinavia,Deuel County,South Dakota,218,44.59143,-96.54572,s
South Salem,Ross County,Ohio,218,39.33618,-83.30658,v
